prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
C - Nutrir / validar;53,3;0,4352982310222095;61,3;29,32;B - Trabalhar nesta semana;33,72;55;OP-05742;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Waypoint Software Ltda.;marketing;Módulo Horizonte Especial;338,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,3;0,4382760729466091;61,0;29,32;B - Trabalhar nesta semana;33,55;55;OP-02662;Em negociação;Larissa Santos;Caio Galvão;Oeste;Atlas Digital Ltda.;saúde;Módulo Horizonte Especial;318,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,3;0,4382760729466091;61,0;29,32;B - Trabalhar nesta semana;33,55;55;OP-08166;Em negociação;Juliana Esteves;Caio Galvão;Oeste;Alvorada Digital Ltda.;software;Módulo Horizonte Especial;264,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,401253088867679;63,9;2564,77;B - Trabalhar nesta semana;3080,62;4821;OP-07856;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Centauro Logística Ltda.;software;Solução Atlas Profissional;184,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,41761871594306516;62,5;2564,77;B - Trabalhar nesta semana;3013,12;4821;OP-01930;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Aurora Soluções Ltda.;tecnologia;Solução Atlas Profissional;303,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,41725948946538977;62,5;1805,08;B - Trabalhar nesta semana;2120,62;3393;OP-03512;Em negociação;Juliana Esteves;Caio Galvão;Oeste;Aliança Indústria Ltda.;entretenimento;Módulo Horizonte Avançado;323,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,41853117422579716;62,4;1805,08;B - Trabalhar nesta semana;2117,23;3393;OP-06128;Em negociação;Felipe Queiroz;Débora Santos;Centro;Essência Tecnologia Ltda.;telecomunicações;Módulo Horizonte Avançado;163,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4153553083927837;62,7;583,07;B - Trabalhar nesta semana;687,19;1096;OP-07144;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;Sinapse Soluções Ltda.;financeiro;Solução Atlas Plus Essencial;138,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4287406510413042;61,6;29,26;B - Trabalhar nesta semana;33,88;55;OP-08295;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Norte Soluções Ltda.;tecnologia;Módulo Horizonte Especial;211,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4352982310222095;61,2;29,26;B - Trabalhar nesta semana;33,66;55;OP-02853;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;Atlas Digital Ltda.;saúde;Módulo Horizonte Especial;192,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4352982310222095;61,1;29,26;B - Trabalhar nesta semana;33,6;55;OP-07255;Em negociação;Isabela Farias;Eduardo Macedo;Centro;Atlas Digital Ltda.;saúde;Módulo Horizonte Especial;164,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4361428191820854;61,1;29,26;B - Trabalhar nesta semana;33,6;55;OP-08660;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;Gênesis Indústria Ltda.;financeiro;Módulo Horizonte Especial;148,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,4373764155240942;61,0;29,26;B - Trabalhar nesta semana;33,55;55;OP-07106;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;Aurora Soluções Ltda.;tecnologia;Módulo Horizonte Especial;155,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,2;0,43977152079830034;60,8;29,26;B - Trabalhar nesta semana;33,44;55;OP-07906;Em negociação;Mariana Lima;Débora Santos;Centro;Atena Participações Ltda.;financeiro;Módulo Horizonte Especial;139,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,5346164545695978;52,8;2910,94;C - Nutrir / validar;2894,5;5482;OP-00373;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;314,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;53,1;0,5346164545695978;52,8;2910,94;C - Nutrir / validar;2894,5;5482;OP-03245;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;272,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;53,1;0,5346164545695978;52,8;2910,94;C - Nutrir / validar;2894,5;5482;OP-06662;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Profissional;245,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%); valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;53,1;0,4065204317065931;63,3;2559,95;B - Trabalhar nesta semana;3051,69;4821;OP-00418;Em negociação;Vanessa Pereira;Gustavo Ferreira;Oeste;Raízes Varejo Ltda.;telecomunicações;Solução Atlas Profissional;198,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,4094370515152479;63,1;2559,95;B - Trabalhar nesta semana;3042,05;4821;OP-00789;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;Íntegra Comercial Ltda.;tecnologia;Solução Atlas Profissional;220,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,4163996024754013;62,5;2559,95;B - Trabalhar nesta semana;3013,12;4821;OP-07116;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Fênix Sistemas Ltda.;financeiro;Solução Atlas Profissional;375,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,41431911935525345;62,7;1801,68;B - Trabalhar nesta semana;2127,41;3393;OP-06345;Em negociação;Isabela Farias;Eduardo Macedo;Centro;Neblina Software Ltda.;software;Módulo Horizonte Avançado;164,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,49422481749556896;56,1;1801,68;C - Nutrir / validar;1903,47;3393;OP-02394;Prospecção;Fernanda Valente;Débora Santos;Centro;Cristal Tecnologia Ltda.;financeiro;Módulo Horizonte Avançado;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: ainda sem data de engajamento";Nutrir com cadência leve e buscar novo sinal de intenção antes de aumentar o esforço comercial.
C - Nutrir / validar;53,1;0,48061918891324573;57,3;581,98;C - Nutrir / validar;628,01;1096;OP-04313;Em negociação;Renato Vieira;Amanda Azevedo;Leste;;;Solução Atlas Plus Essencial;12,0;"já está em negociação, portanto está mais avançada no funil; idade da oportunidade ainda compatível com ciclos ganhos";"dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;53,1;0,42096557150862857;62,1;292,05;B - Trabalhar nesta semana;341,55;550;OP-08136;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;Neblina Software Ltda.;software;Solução Atlas Essencial;325,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,1;0,42096557150862857;62,1;292,05;B - Trabalhar nesta semana;341,55;550;OP-01734;Em negociação;Eduarda Nogueira;Fernanda Almeida;Leste;Bravura Financeira Ltda.;recursos humanos;Solução Atlas Essencial;295,0;"já está em negociação, portanto está mais avançada no funil; conta com histórico favorável no CRM (69% vs média 63%)";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,4183281895761074;62,1;1798,29;B - Trabalhar nesta semana;2107,05;3393;OP-05612;Em negociação;Fernanda Valente;Débora Santos;Centro;Inova Software Ltda.;financeiro;Módulo Horizonte Avançado;160,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,42096557150862857;62,0;291,5;B - Trabalhar nesta semana;341,0;550;OP-02724;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;Litoral Indústria Ltda.;saúde;Solução Atlas Essencial;190,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,42096557150862857;62,0;291,5;B - Trabalhar nesta semana;341,0;550;OP-04227;Em negociação;Sofia Ishikawa;Eduardo Macedo;Centro;Aliança Indústria Ltda.;entretenimento;Solução Atlas Essencial;165,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,425881545557459;61,6;291,5;B - Trabalhar nesta semana;338,8;550;OP-03180;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;Essência Tecnologia Ltda.;telecomunicações;Solução Atlas Essencial;225,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,4283919632017396;61,4;291,5;B - Trabalhar nesta semana;337,7;550;OP-07603;Em negociação;Gabriela Teixeira;Amanda Azevedo;Leste;Alvorada Digital Ltda.;software;Solução Atlas Essencial;331,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;53,0;0,5005948613222496;55,4;291,5;C - Nutrir / validar;304,7;550;OP-07521;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;Ypê Logística Ltda.;saúde;Solução Atlas Essencial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: ainda sem data de engajamento";Nutrir com cadência leve e buscar novo sinal de intenção antes de aumentar o esforço comercial.
C - Nutrir / validar;53,0;0,4352982310222095;60,8;29,15;B - Trabalhar nesta semana;33,44;55;OP-00045;Em negociação;Ana Almeida;Débora Santos;Centro;Alvorada Digital Ltda.;software;Módulo Horizonte Especial;166,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;52,9;0,41431911935525345;62,3;1794,9;B - Trabalhar nesta semana;2113,84;3393;OP-07187;Em negociação;Priscila Ramos;Amanda Azevedo;Leste;Catarina Soluções Ltda.;serviços;Módulo Horizonte Avançado;187,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;52,9;0,41481444063342154;62,3;290,95;B - Trabalhar nesta semana;342,65;550;OP-04687;Em negociação;Bruno Duarte;Fernanda Almeida;Leste;Zafira Comunicação Ltda.;marketing;Solução Atlas Essencial;169,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;52,9;0,418466813267031;61,9;290,95;B - Trabalhar nesta semana;340,45;550;OP-07880;Em negociação;Rafael Ferreira;Gustavo Ferreira;Oeste;Solaris Comunicação Ltda.;telecomunicações;Solução Atlas Essencial;323,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
