id_oportunidade;vendedor;produto;conta;etapa_negocio;data_engajamento;data_fechamento;valor_fechamento
OP-06427;Priscila Ramos;Módulo Horizonte Avançado;Lumina Comunicação Ltda.;Perdida;2017-04-12;2017-04-18;0
OP-00431;Tatiana Castro;Solução Atlas Profissional;Metrópole Digital Ltda.;Ganha;2017-04-12;2017-04-22;4272
OP-02173;Ana Almeida;Solução Atlas Plus Essencial;Vértice Sistemas Ltda.;Perdida;2017-04-13;2017-04-15;0
OP-06497;Ana Almeida;Módulo Horizonte Especial;Pampas Comunicação Ltda.;Ganha;2017-04-13;2017-04-15;58
OP-02118;Bruno Duarte;Solução Atlas Plus Essencial;Elo Telecom Ltda.;Ganha;2017-04-13;2017-04-14;1088
OP-01487;Gabriela Teixeira;Solução Atlas Essencial;Prisma Soluções Ltda.;Perdida;2017-04-13;2017-04-23;0
OP-04144;Gabriela Teixeira;Solução Atlas Profissional;Paralela Logística Ltda.;Perdida;2017-04-13;2017-04-18;0
OP-07720;Henrique Borges;Solução Atlas Essencial;Imperial Financeira Ltda.;Perdida;2017-04-13;2017-04-20;0
OP-00521;Henrique Borges;Solução Atlas Profissional;Tropical Saúde Ltda.;Perdida;2017-04-13;2017-05-13;0
OP-00767;Isabela Farias;Solução Atlas Essencial;Nexa Telecom Ltda.;Perdida;2017-04-13;2017-04-20;0
OP-02063;Isabela Farias;Solução Atlas Profissional;Galáxia Software Ltda.;Perdida;2017-04-13;2017-04-14;0
OP-00720;Isabela Farias;Solução Atlas Plus Essencial;Mosaico Serviços Ltda.;Ganha;2017-04-13;2017-04-19;1327
OP-08648;Isabela Farias;Solução Atlas Plus Essencial;Alvorada Digital Ltda.;Ganha;2017-04-13;2017-06-27;923
OP-08170;Isabela Farias;Solução Atlas Plus Essencial;Opala Comercial Ltda.;Ganha;2017-04-13;2017-04-23;1058
OP-06121;Isabela Farias;Solução Atlas Plus Profissional;Urbana Telecom Ltda.;Ganha;2017-04-13;2017-04-21;5220
OP-04888;Otávio Pinto;Solução Atlas Plus Profissional;Safira Software Ltda.;Perdida;2017-04-13;2017-04-19;0
OP-01874;Otávio Pinto;Módulo Horizonte Especial;Litoral Indústria Ltda.;Ganha;2017-04-13;2017-04-22;55
OP-04591;Patrícia Campos;Módulo Horizonte Avançado;Centauro Logística Ltda.;Perdida;2017-04-13;2017-04-20;0
OP-04324;Patrícia Campos;Módulo Horizonte Especial;Metrópole Digital Ltda.;Ganha;2017-04-13;2017-06-23;62
OP-03225;Rafael Ferreira;Solução Atlas Plus Essencial;Ipanema Logística Ltda.;Ganha;2017-04-13;2017-04-20;996
OP-08598;Tiago Martins;Solução Atlas Profissional;;Em negociação;2017-04-13;;
OP-02294;Tiago Martins;Solução Atlas Essencial;Krypton Saúde Ltda.;Perdida;2017-04-13;2017-06-09;0
OP-01631;Tiago Martins;Solução Atlas Essencial;Novaterra Telecom Ltda.;Ganha;2017-04-13;2017-04-22;543
OP-04260;Vanessa Pereira;Solução Atlas Profissional;Metrópole Digital Ltda.;Perdida;2017-04-13;2017-04-19;0
OP-01143;Vanessa Pereira;Solução Atlas Profissional;Koral Logística Ltda.;Perdida;2017-04-13;2017-04-21;0
OP-07481;Fernanda Valente;Módulo Horizonte Especial;Habitat Consultoria Ltda.;Perdida;2017-04-13;2017-08-16;0
OP-01153;Helena Menezes;Solução Atlas Plus Essencial;Opala Comercial Ltda.;Perdida;2017-04-13;2017-06-16;0
OP-05344;Mariana Lima;Módulo Horizonte Especial;Atena Participações Ltda.;Perdida;2017-04-13;2017-05-26;0
OP-04910;Mariana Lima;Módulo Horizonte Especial;Vértice Sistemas Ltda.;Ganha;2017-04-13;2017-04-22;56
OP-05739;Nicolas Oliveira;Solução Atlas Plus Profissional;Tropical Saúde Ltda.;Perdida;2017-04-13;2017-04-20;0
OP-02957;Nicolas Oliveira;Módulo Horizonte Avançado;Orion Participações Ltda.;Perdida;2017-04-13;2017-04-23;0
OP-07817;Priscila Ramos;Solução Atlas Plus Essencial;Vereda Sistemas Ltda.;Ganha;2017-04-13;2017-06-10;1145
OP-04865;Renato Vieira;Solução Atlas Profissional;Paralela Logística Ltda.;Perdida;2017-04-13;2017-04-26;0
OP-01987;Tatiana Castro;Solução Atlas Essencial;;Em negociação;2017-04-13;;
OP-07462;Tatiana Castro;Módulo Horizonte Avançado;;Em negociação;2017-04-13;;
OP-08236;Eduarda Nogueira;Solução Atlas Plus Profissional;Norte Soluções Ltda.;Perdida;2017-04-14;2017-04-19;0
OP-04697;Eduarda Nogueira;Solução Atlas Profissional;Cobalto Financeira Ltda.;Perdida;2017-04-14;2017-04-22;0
OP-08496;Eduarda Nogueira;Módulo Horizonte Avançado;Farol Saúde Ltda.;Perdida;2017-04-14;2017-04-19;0
OP-06548;Gabriela Teixeira;Solução Atlas Plus Essencial;Zênite Serviços Ltda.;Ganha;2017-04-14;2017-04-23;1033
OP-06924;Henrique Borges;Módulo Horizonte Avançado;Cerrado Participações Ltda.;Perdida;2017-04-14;2017-04-20;0
OP-04928;Isabela Farias;Solução Atlas Plus Essencial;Helix Comercial Ltda.;Perdida;2017-04-14;2017-04-15;0
OP-08046;Isabela Farias;Solução Atlas Profissional;Essência Tecnologia Ltda.;Perdida;2017-04-14;2017-04-16;0
OP-04304;Isabela Farias;Solução Atlas Profissional;Horizonte Saúde Ltda.;Ganha;2017-04-14;2017-08-14;4359
OP-07687;Isabela Farias;Solução Atlas Profissional;Habitat Consultoria Ltda.;Ganha;2017-04-14;2017-06-02;4575
OP-06619;Isabela Farias;Módulo Horizonte Especial;Atena Participações Ltda.;Ganha;2017-04-14;2017-04-22;53
OP-01885;Larissa Santos;Solução Atlas Essencial;Serrana Tecnologia Ltda.;Ganha;2017-04-14;2017-04-16;597
OP-06879;Larissa Santos;Módulo Horizonte Avançado;Oceânica Digital Ltda.;Ganha;2017-04-14;2017-06-16;3179
OP-07079;Otávio Pinto;Solução Atlas Essencial;Galáxia Software Ltda.;Perdida;2017-04-14;2017-06-16;0
OP-00557;Otávio Pinto;Módulo Horizonte Especial;Sinapse Soluções Ltda.;Ganha;2017-04-14;2017-04-15;57
OP-08457;Patrícia Campos;Módulo Horizonte Avançado;Novaterra Telecom Ltda.;Perdida;2017-04-14;2017-04-15;0
OP-03858;Patrícia Campos;Módulo Horizonte Avançado;Neblina Software Ltda.;Ganha;2017-04-14;2017-04-24;2997
OP-02249;Rafael Ferreira;Solução Atlas Essencial;Solaris Comunicação Ltda.;Ganha;2017-04-14;2017-05-29;545
OP-05911;Sofia Ishikawa;Solução Atlas Essencial;Quantum Sistemas Ltda.;Ganha;2017-04-14;2017-04-25;565
OP-06584;Sofia Ishikawa;Módulo Horizonte Especial;Essência Tecnologia Ltda.;Ganha;2017-04-14;2017-04-24;54
OP-08767;Tiago Martins;Solução Atlas Profissional;;Em negociação;2017-04-14;;
OP-04701;Tiago Martins;Solução Atlas Essencial;Serrana Tecnologia Ltda.;Perdida;2017-04-14;2017-04-15;0
OP-01687;Tiago Martins;Solução Atlas Profissional;Zafira Comunicação Ltda.;Ganha;2017-04-14;2017-04-21;4991
OP-01650;Amanda Azevedo;Solução Atlas Essencial;;Em negociação;2017-04-14;;
OP-03116;Amanda Azevedo;Módulo Horizonte Especial;;Em negociação;2017-04-14;;
OP-06872;Débora Medeiros;Solução Atlas Plus Profissional;Novaterra Telecom Ltda.;Perdida;2017-04-14;2017-04-19;0
OP-07887;Débora Medeiros;Módulo Horizonte Avançado;Orion Participações Ltda.;Perdida;2017-04-14;2017-04-16;0
OP-05213;Leonardo Henriques;Solução Atlas Profissional;Paralela Logística Ltda.;Ganha;2017-04-14;2017-06-16;5546
OP-02667;Nicolas Oliveira;Módulo Horizonte Especial;Novaterra Telecom Ltda.;Ganha;2017-04-14;2017-04-20;59
OP-01846;Ana Almeida;Solução Atlas Plus Essencial;Torre Digital Ltda.;Perdida;2017-04-15;2017-04-23;0
OP-02734;Ana Almeida;Módulo Horizonte Especial;Torre Digital Ltda.;Perdida;2017-04-15;2017-04-20;0
OP-02824;Ana Almeida;Solução Atlas Plus Profissional;Torre Digital Ltda.;Ganha;2017-04-15;2017-04-16;5082
OP-02113;Bruno Duarte;Solução Atlas Plus Profissional;Riviera Financeira Ltda.;Ganha;2017-04-15;2017-04-24;5293
OP-06221;Felipe Queiroz;Solução Atlas Plus Essencial;Novaterra Telecom Ltda.;Ganha;2017-04-15;2017-06-27;1163
OP-06594;João Moreira;Módulo Horizonte Especial;Domínio Saúde Ltda.;Ganha;2017-04-15;2017-04-16;49
OP-02137;Natália Correia;Módulo Horizonte Especial;Prisma Soluções Ltda.;Ganha;2017-04-15;2017-05-01;53
OP-08550;Otávio Pinto;Módulo Horizonte Avançado;Nexa Telecom Ltda.;Perdida;2017-04-15;2017-04-16;0
OP-06714;Otávio Pinto;Módulo Horizonte Avançado;Helix Comercial Ltda.;Perdida;2017-04-15;2017-06-12;0
OP-01513;Patrícia Campos;Solução Atlas Plus Essencial;Ypê Logística Ltda.;Perdida;2017-04-15;2017-04-24;0
OP-05024;Tiago Martins;Solução Atlas Plus Essencial;;Em negociação;2017-04-15;;
OP-02339;Tiago Martins;Solução Atlas Essencial;Delta Sistemas Ltda.;Perdida;2017-04-15;2017-04-21;0
OP-05424;Vanessa Pereira;Solução Atlas Essencial;;Em negociação;2017-04-15;;
OP-07350;Vanessa Pereira;Solução Atlas Essencial;Zafira Comunicação Ltda.;Perdida;2017-04-15;2017-08-07;0
OP-00895;Fernanda Valente;Módulo Horizonte Avançado;Pioneira Consultoria Ltda.;Perdida;2017-04-15;2017-04-17;0
OP-01325;Mariana Lima;Módulo Horizonte Avançado;Atena Participações Ltda.;Ganha;2017-04-15;2017-05-19;3641
OP-02666;Priscila Ramos;Módulo Horizonte Especial;Harmonia Participações Ltda.;Em negociação;2017-04-15;;
OP-07506;Priscila Ramos;Solução Atlas Essencial;Safira Software Ltda.;Perdida;2017-04-15;2017-04-17;0
OP-00754;Tatiana Castro;Solução Atlas Essencial;Safira Software Ltda.;Ganha;2017-04-15;2017-05-23;501
OP-08446;Tatiana Castro;Solução Atlas Plus Profissional;Valência Consultoria Ltda.;Ganha;2017-04-15;2017-04-20;4687
OP-00183;Ana Almeida;Solução Atlas Essencial;Rubi Comunicação Ltda.;Ganha;2017-04-16;2017-06-23;626
OP-01957;Ana Almeida;Solução Atlas Essencial;Atena Participações Ltda.;Ganha;2017-04-16;2017-08-03;489
OP-00616;Eduarda Nogueira;Solução Atlas Profissional;Norte Soluções Ltda.;Ganha;2017-04-16;2017-04-27;4852
OP-07974;Felipe Queiroz;Módulo Horizonte Avançado;Habitat Consultoria Ltda.;Perdida;2017-04-16;2017-06-28;0
OP-03794;Henrique Borges;Solução Atlas Plus Essencial;Serena Tecnologia Ltda.;Ganha;2017-04-16;2017-06-06;1192
OP-00958;Henrique Borges;Solução Atlas Profissional;Prisma Soluções Ltda.;Ganha;2017-04-16;2017-04-17;5104
OP-06174;Isabela Farias;Solução Atlas Profissional;Pioneira Consultoria Ltda.;Ganha;2017-04-16;2017-08-09;5820
OP-06544;João Moreira;Módulo Horizonte Avançado;Aurora Soluções Ltda.;Ganha;2017-04-16;2017-08-05;3012
OP-04753;Natália Correia;Solução Atlas Plus Profissional;Vereda Sistemas Ltda.;Perdida;2017-04-16;2017-04-22;0
OP-01421;Natália Correia;Solução Atlas Profissional;Boreal Varejo Ltda.;Perdida;2017-04-16;2017-04-18;0
OP-03255;Natália Correia;Solução Atlas Profissional;Valência Consultoria Ltda.;Ganha;2017-04-16;2017-04-23;3930
OP-03921;Otávio Pinto;Solução Atlas Plus Essencial;Mosaico Serviços Ltda.;Ganha;2017-04-16;2017-04-22;1055
OP-02933;Patrícia Campos;Módulo Horizonte Avançado;Orion Participações Ltda.;Perdida;2017-04-16;2017-04-22;0
OP-04229;Sofia Ishikawa;Solução Atlas Essencial;Opala Comercial Ltda.;Ganha;2017-04-16;2017-04-24;538
OP-07749;Sofia Ishikawa;Módulo Horizonte Especial;Mosaico Serviços Ltda.;Ganha;2017-04-16;2017-04-23;68
OP-00273;Vanessa Pereira;Solução Atlas Profissional;;Em negociação;2017-04-16;;
OP-06491;Vanessa Pereira;Módulo Horizonte Avançado;Dínamo Digital Ltda.;Perdida;2017-04-16;2017-04-23;0
OP-02250;Débora Medeiros;Solução Atlas Essencial;Dínamo Digital Ltda.;Ganha;2017-04-16;2017-04-28;572
OP-00087;Débora Medeiros;Solução Atlas Plus Essencial;Lótus Soluções Ltda.;Ganha;2017-04-16;2017-04-24;1234
OP-07797;Fernanda Valente;Solução Atlas Essencial;Litoral Indústria Ltda.;Perdida;2017-04-16;2017-04-18;0
OP-06077;Mariana Lima;Módulo Horizonte Especial;Quartzo Participações Ltda.;Perdida;2017-04-16;2017-04-17;0
OP-01570;Nicolas Oliveira;Solução Atlas Profissional;;Em negociação;2017-04-16;;
OP-08437;Nicolas Oliveira;Módulo Horizonte Especial;Harmonia Participações Ltda.;Ganha;2017-04-16;2017-05-04;56
OP-02960;Priscila Ramos;Módulo Horizonte Especial;Montana Varejo Ltda.;Perdida;2017-04-16;2017-05-03;0
OP-00420;Tatiana Castro;Módulo Horizonte Especial;Nativa Varejo Ltda.;Perdida;2017-04-16;2017-04-25;0
OP-03684;Ana Almeida;Módulo Horizonte Especial;Habitat Consultoria Ltda.;Ganha;2017-04-17;2017-04-26;52
OP-03356;Ana Almeida;Módulo Horizonte Avançado;Pioneira Consultoria Ltda.;Ganha;2017-04-17;2017-04-24;3668
OP-04148;Bruno Duarte;Solução Atlas Essencial;Imperial Financeira Ltda.;Perdida;2017-04-17;2017-04-19;0
OP-03740;Bruno Duarte;Módulo Horizonte Avançado;Porto Telecom Ltda.;Ganha;2017-04-17;2017-08-04;3138
OP-02136;Felipe Queiroz;Módulo Horizonte Especial;Íntegra Comercial Ltda.;Perdida;2017-04-17;2017-04-19;0
OP-00776;Gabriela Teixeira;Solução Atlas Essencial;Elo Telecom Ltda.;Perdida;2017-04-17;2017-04-18;0
OP-02356;Gabriela Teixeira;Solução Atlas Essencial;Norte Soluções Ltda.;Perdida;2017-04-17;2017-04-21;0
OP-07583;Gabriela Teixeira;Solução Atlas Profissional;Riviera Financeira Ltda.;Ganha;2017-04-17;2017-06-01;5032
OP-02888;Henrique Borges;Solução Atlas Plus Essencial;Imperial Financeira Ltda.;Ganha;2017-04-17;2017-04-20;1310
OP-04826;Henrique Borges;Solução Atlas Plus Profissional;Boreal Varejo Ltda.;Ganha;2017-04-17;2017-06-27;5076
OP-06209;Henrique Borges;Módulo Horizonte Avançado;Gênesis Indústria Ltda.;Ganha;2017-04-17;2017-06-19;3641
OP-04626;Isabela Farias;Solução Atlas Profissional;Íntegra Comercial Ltda.;Perdida;2017-04-17;2017-04-18;0
OP-02016;Isabela Farias;Solução Atlas Plus Essencial;Habitat Consultoria Ltda.;Ganha;2017-04-17;2017-04-25;1170
OP-00128;Isabela Farias;Solução Atlas Profissional;Mosaico Serviços Ltda.;Ganha;2017-04-17;2017-05-01;4226
OP-04046;Larissa Santos;Módulo Horizonte Especial;;Em negociação;2017-04-17;;
OP-02446;Larissa Santos;Módulo Horizonte Avançado;Kairós Varejo Ltda.;Perdida;2017-04-17;2017-04-18;0
OP-06062;Otávio Pinto;Solução Atlas Profissional;Futura Consultoria Ltda.;Ganha;2017-04-17;2017-04-24;4784
OP-00942;Patrícia Campos;Solução Atlas Plus Essencial;Solaris Comunicação Ltda.;Perdida;2017-04-17;2017-04-25;0
OP-03467;Patrícia Campos;Módulo Horizonte Avançado;Orion Participações Ltda.;Perdida;2017-04-17;2017-04-19;0
OP-03479;Rafael Ferreira;Solução Atlas Essencial;;Em negociação;2017-04-17;;
OP-06639;Rafael Ferreira;Módulo Horizonte Avançado;Ipanema Logística Ltda.;Perdida;2017-04-17;2017-08-12;0
OP-05237;Rafael Ferreira;Solução Atlas Profissional;Jardim Serviços Ltda.;Ganha;2017-04-17;2017-04-24;5451
OP-04729;Tiago Martins;Solução Atlas Essencial;Solaris Comunicação Ltda.;Ganha;2017-04-17;2017-04-19;527
OP-05399;Vanessa Pereira;Solução Atlas Plus Profissional;;Em negociação;2017-04-17;;
OP-00638;Vanessa Pereira;Solução Atlas Profissional;;Em negociação;2017-04-17;;
OP-01281;Vanessa Pereira;Solução Atlas Plus Profissional;Koral Logística Ltda.;Perdida;2017-04-17;2017-04-25;0
OP-06431;Vanessa Pereira;Solução Atlas Plus Profissional;Koral Logística Ltda.;Perdida;2017-04-17;2017-04-19;0
OP-08319;Vanessa Pereira;Solução Atlas Profissional;Neblina Software Ltda.;Perdida;2017-04-17;2017-04-18;0
OP-00724;Vanessa Pereira;Solução Atlas Plus Profissional;Delta Sistemas Ltda.;Ganha;2017-04-17;2017-04-19;5408
OP-02742;William Silveira;Solução Atlas Plus Essencial;Íntegra Comercial Ltda.;Perdida;2017-04-17;2017-05-02;0
OP-00645;William Silveira;Solução Atlas Plus Profissional;Quartzo Participações Ltda.;Perdida;2017-04-17;2017-04-24;0
OP-00904;William Silveira;Módulo Horizonte Especial;Waypoint Software Ltda.;Ganha;2017-04-17;2017-06-23;48
OP-03007;Amanda Azevedo;Solução Atlas Essencial;Orion Participações Ltda.;Em negociação;2017-04-17;;
OP-01466;Amanda Azevedo;Solução Atlas Essencial;Granito Comunicação Ltda.;Ganha;2017-04-17;2017-04-24;527
OP-03832;Caio Dias;Solução Atlas Plus Essencial;Rubi Comunicação Ltda.;Ganha;2017-04-17;2017-04-23;1160
OP-02815;Helena Menezes;Solução Atlas Essencial;Pampas Comunicação Ltda.;Ganha;2017-04-17;2017-06-06;491
OP-02177;Igor Barros;Solução Atlas Essencial;Farol Saúde Ltda.;Ganha;2017-04-17;2017-04-19;555
OP-06508;Juliana Esteves;Solução Atlas Essencial;;Em negociação;2017-04-17;;
OP-01859;Juliana Esteves;Solução Atlas Profissional;;Em negociação;2017-04-17;;
OP-03974;Juliana Esteves;Módulo Horizonte Especial;Ypê Logística Ltda.;Perdida;2017-04-17;2017-04-27;0
OP-04001;Mariana Lima;Módulo Horizonte Especial;Quartzo Participações Ltda.;Ganha;2017-04-17;2017-04-23;62
OP-04794;Priscila Ramos;Módulo Horizonte Especial;Domínio Saúde Ltda.;Perdida;2017-04-17;2017-04-26;0
OP-04898;Priscila Ramos;Módulo Horizonte Especial;Valência Consultoria Ltda.;Ganha;2017-04-17;2017-04-25;56
OP-04077;Renato Vieira;Módulo Horizonte Avançado;Cerrado Participações Ltda.;Ganha;2017-04-17;2017-04-23;3490
OP-03472;Tatiana Castro;Solução Atlas Profissional;Koral Logística Ltda.;Perdida;2017-04-17;2017-06-24;0
OP-06438;Ana Almeida;Módulo Horizonte Especial;Nexa Telecom Ltda.;Perdida;2017-04-18;2017-04-24;0
OP-03792;Ana Almeida;Módulo Horizonte Especial;Nexa Telecom Ltda.;Ganha;2017-04-18;2017-04-25;51
OP-06835;Ana Almeida;Módulo Horizonte Especial;Safira Software Ltda.;Ganha;2017-04-18;2017-06-20;54
OP-08031;Ana Almeida;Módulo Horizonte Especial;Íntegra Comercial Ltda.;Ganha;2017-04-18;2017-04-27;56
OP-02196;Bruno Duarte;Solução Atlas Profissional;Tropical Saúde Ltda.;Perdida;2017-04-18;2017-05-27;0
OP-04919;Eduarda Nogueira;Módulo Horizonte Avançado;Estrela Indústria Ltda.;Ganha;2017-04-18;2017-08-04;3808
OP-05564;Gabriela Teixeira;Solução Atlas Plus Profissional;Latitude Serviços Ltda.;Perdida;2017-04-18;2017-05-04;0
OP-08397;Gabriela Teixeira;Módulo Horizonte Avançado;Valência Consultoria Ltda.;Ganha;2017-04-18;2017-05-03;3041
OP-08694;João Moreira;Solução Atlas Essencial;Júpiter Comercial Ltda.;Perdida;2017-04-18;2017-04-25;0
OP-03342;Larissa Santos;Plataforma Delta 500;Júpiter Comercial Ltda.;Em negociação;2017-04-18;;
OP-08575;Natália Correia;Módulo Horizonte Avançado;Safira Software Ltda.;Perdida;2017-04-18;2017-04-30;0
OP-04635;Otávio Pinto;Solução Atlas Profissional;Quartzo Participações Ltda.;Perdida;2017-04-18;2017-05-04;0
OP-01422;Patrícia Campos;Solução Atlas Plus Profissional;Jardim Serviços Ltda.;Perdida;2017-04-18;2017-04-23;0
OP-07469;Rafael Ferreira;Módulo Horizonte Avançado;;Em negociação;2017-04-18;;
OP-07631;Rafael Ferreira;Solução Atlas Plus Essencial;Ipanema Logística Ltda.;Perdida;2017-04-18;2017-04-20;0
OP-04761;Rafael Ferreira;Módulo Horizonte Especial;Tropical Saúde Ltda.;Ganha;2017-04-18;2017-04-29;44
OP-04346;Tiago Martins;Solução Atlas Plus Profissional;Inova Software Ltda.;Perdida;2017-04-18;2017-04-24;0
OP-02343;Tiago Martins;Solução Atlas Essencial;Nativa Varejo Ltda.;Ganha;2017-04-18;2017-04-24;552
OP-02945;Vanessa Pereira;Solução Atlas Plus Profissional;Fênix Sistemas Ltda.;Em negociação;2017-04-18;;
OP-07860;Vanessa Pereira;Solução Atlas Essencial;Dínamo Digital Ltda.;Ganha;2017-04-18;2017-04-26;474
OP-05744;Vanessa Pereira;Solução Atlas Plus Essencial;Inova Software Ltda.;Ganha;2017-04-18;2017-04-22;1158
OP-06656;Vanessa Pereira;Solução Atlas Plus Profissional;Solaris Comunicação Ltda.;Ganha;2017-04-18;2017-04-19;5839
OP-03010;Vanessa Pereira;Solução Atlas Profissional;Quasar Serviços Ltda.;Ganha;2017-04-18;2017-08-06;4554
OP-03074;Vanessa Pereira;Solução Atlas Profissional;Inova Software Ltda.;Ganha;2017-04-18;2017-04-24;5078
OP-05822;William Silveira;Solução Atlas Plus Essencial;Futura Consultoria Ltda.;Perdida;2017-04-18;2017-04-26;0
OP-00414;Amanda Azevedo;Solução Atlas Essencial;Aliança Indústria Ltda.;Ganha;2017-04-18;2017-06-04;561
OP-05039;Débora Medeiros;Solução Atlas Plus Essencial;;Em negociação;2017-04-18;;
OP-00655;Débora Medeiros;Solução Atlas Plus Essencial;Bravura Financeira Ltda.;Perdida;2017-04-18;2017-04-22;0
OP-05114;Helena Menezes;Módulo Horizonte Avançado;Litoral Indústria Ltda.;Perdida;2017-04-18;2017-05-22;0
OP-04853;Helena Menezes;Módulo Horizonte Avançado;Pampas Comunicação Ltda.;Ganha;2017-04-18;2017-04-19;3392
OP-06480;Leonardo Henriques;Solução Atlas Plus Profissional;;Em negociação;2017-04-18;;
OP-01032;Nicolas Oliveira;Módulo Horizonte Especial;;Em negociação;2017-04-18;;
OP-05509;Nicolas Oliveira;Módulo Horizonte Avançado;;Em negociação;2017-04-18;;
OP-07377;Nicolas Oliveira;Solução Atlas Profissional;Delta Sistemas Ltda.;Ganha;2017-04-18;2017-04-20;5040
OP-01360;Priscila Ramos;Módulo Horizonte Especial;;Em negociação;2017-04-18;;
OP-01525;Priscila Ramos;Módulo Horizonte Especial;;Em negociação;2017-04-18;;
OP-02837;Tatiana Castro;Solução Atlas Profissional;Jardim Serviços Ltda.;Perdida;2017-04-18;2017-04-24;0
OP-05621;Tatiana Castro;Módulo Horizonte Avançado;Krypton Saúde Ltda.;Perdida;2017-04-18;2017-04-25;0
OP-06299;Tatiana Castro;Solução Atlas Plus Profissional;Raízes Varejo Ltda.;Ganha;2017-04-18;2017-04-25;5853
OP-00231;Ana Almeida;Módulo Horizonte Especial;Opala Comercial Ltda.;Ganha;2017-04-19;2017-04-25;49
OP-07994;Bruno Duarte;Solução Atlas Essencial;;Em negociação;2017-04-19;;
OP-01793;Bruno Duarte;Solução Atlas Plus Essencial;Estrela Indústria Ltda.;Ganha;2017-04-19;2017-04-29;1080
OP-04511;Felipe Queiroz;Solução Atlas Essencial;Futura Consultoria Ltda.;Perdida;2017-04-19;2017-04-28;0
OP-06305;Felipe Queiroz;Módulo Horizonte Especial;Waypoint Software Ltda.;Ganha;2017-04-19;2017-04-20;55
OP-03159;Gabriela Teixeira;Solução Atlas Essencial;;Em negociação;2017-04-19;;
